date,strategy_return
2022-02-02,-0.0010203824442397424
2022-02-03,-0.003029514806971334
2022-02-04,0.0037014708723202006
2022-02-07,0.004608202659527771
2022-02-08,0.0013902393936930935
2022-02-09,0.00720760978763102
2022-02-10,0.007605728589529903
2022-02-11,0.0017857828614260551
2022-02-14,0.005052389603126706
2022-02-15,0.003468009167630459
2022-02-16,0.010125610036805677
2022-02-17,-0.0010722044546929155
2022-02-18,0.0013328005066644
2022-02-22,-0.00472621759150893
2022-02-23,-0.0073151338009740385
2022-02-24,0.004385994877569077
2022-02-25,-0.006139936994774997
2022-02-28,-0.00375410475827076
2022-03-01,-0.0007773986393803112
2022-03-02,0.00028755098010102564
2022-03-03,-0.007300161328651411
2022-03-04,0.0013439241283801362
2022-03-07,-0.010013371164445561
2022-03-08,0.0032405948074960556
2022-03-09,0.00959575925797962
2022-03-10,0.005085951028402036
2022-03-11,-0.002863443447526204
2022-03-14,-0.004904025029010994
2022-03-15,-0.0008335913360760783
2022-03-16,0.00403682648298509
2022-03-17,0.003620167536360741
2022-03-18,0.004141687941189298
2022-03-21,0.0025237972088623106
2022-03-22,0.000918715833899908
2022-03-23,0.0029310357139058496
2022-03-24,-0.0037948661458239163
2022-03-25,-0.005128818231490695
2022-03-28,-0.0005187049954423761
2022-03-29,0.0025685209150132504
2022-03-30,-0.002524267913165623
2022-03-31,0.008286715505090747
2022-04-01,-0.0024161395005719566
2022-04-04,0.004419731140492766
2022-04-05,-0.0019139942362406126
2022-04-06,-0.0022870849897450585
2022-04-07,-0.0035790225839567036
2022-04-08,0.0034066453054937273
2022-04-11,0.0008103286366547557
2022-04-12,0.002998423509743109
2022-04-13,0.002564057104803119
2022-04-14,-0.0039290947964205625
2022-04-18,-0.0017763571703698355
2022-04-19,0.0024923148542517204
2022-04-20,0.0012605701477683695
2022-04-21,0.0022480841920775596
2022-04-22,-0.0026612432327631774
2022-04-25,0.005465163781724458
2022-04-26,-0.0020510720533507554
2022-04-27,-0.0007977152914346863
2022-04-28,-0.00032237069031426646
2022-04-29,-0.00043422450973273907
2022-05-02,0.003597195187331259
2022-05-03,-0.003501522633587051
2022-05-04,-0.004881286416755892
2022-05-05,-0.0018061829482978187
2022-05-06,0.0038977591715734228
2022-05-09,0.0006680982997882001
2022-05-10,0.0009173630195591365
2022-05-11,-0.006326822226399353
2022-05-12,0.003205387544847893
2022-05-13,0.0013785631382923214
2022-05-16,-0.002326628703960165
2022-05-17,0.002849451663597957
2022-05-18,-0.0008680588310540083
2022-05-19,-0.00012317116884852375
2022-05-20,0.013317048056412872
2022-05-23,-0.006999261831359904
2022-05-24,-0.005642226654695159
2022-05-25,0.010015690088066131
2022-05-26,0.007814409905710695
2022-05-27,-0.0010489906935347015
2022-05-31,-0.00016692236133986071
2022-06-01,0.002092460764626436
2022-06-02,0.003819438434901512
2022-06-03,0.0018667160022185492
2022-06-06,-1.0663282106637695e-05
2022-06-07,-0.004019473109959981
2022-06-08,-0.00020998911228098383
2022-06-09,0.0033454379076682805
2022-06-10,-0.001167280789118319
2022-06-13,-0.005159454775326533
2022-06-14,-0.0020790856251066137
2022-06-15,0.005274353928222064
2022-06-16,-0.0010142163324562414
2022-06-17,0.003976575743451338
2022-06-21,-0.008576185421974802
2022-06-22,0.005607631862609264
2022-06-23,4.098511882255629e-05
2022-06-24,0.0028791960564844565
2022-06-27,0.0021322671953516448
2022-06-28,-0.011523810871659546
2022-06-29,-0.003586644135675887
2022-06-30,0.0008576690031749656
2022-07-01,-0.005976614926585189
2022-07-05,0.009674117833300855
2022-07-06,-0.0036003665940486096
2022-07-07,0.003287461417802895
2022-07-08,-0.0029518720407232246
2022-07-11,-0.006250319762196477
2022-07-12,0.004049911929001615
2022-07-13,-0.0027884485023951244
2022-07-14,-0.005046790083036989
2022-07-15,0.002124822380895175
2022-07-18,0.0009008791291484908
2022-07-19,0.005689108055235703
2022-07-20,0.0017744823605503335
2022-07-21,0.0018136410729585606
2022-07-22,-0.0007211421276038799
2022-07-25,-0.00019519611958096483
2022-07-26,-0.004939120614882553
2022-07-27,0.01584641786966623
2022-07-28,0.00945242459207396
2022-07-29,-0.0033441690301386773
2022-08-01,-0.0030834308706539915
2022-08-02,0.0009696338320281939
2022-08-03,0.0077592077236572354
2022-08-04,-0.007012676834029508
2022-08-05,0.0001830914308225129
2022-08-08,0.007172762260100551
2022-08-09,-0.0016482188253957863
2022-08-10,0.00941232738556419
2022-08-11,0.002810061404548536
2022-08-12,0.003687454719348393
2022-08-15,-0.002311950140458152
2022-08-16,0.0036536691178092884
2022-08-17,-0.0016364907998389633
2022-08-18,0.0012768036096995061
2022-08-19,-0.007288574644575219
2022-08-22,-0.001413288161859927
2022-08-23,0.0005013338505592824
2022-08-24,-0.0004156221732605214
2022-08-25,0.003786160366274771
2022-08-26,-0.0008296652813778449
2022-08-29,0.00034607328720559494
2022-08-30,0.002517295400247921
2022-08-31,0.0013179849201470084
2022-09-01,-0.0002579053545606058
2022-09-02,0.001165731242332102
2022-09-06,-0.0027009078427235877
2022-09-07,0.0010055189218698413
2022-09-08,0.002598004798977316
2022-09-09,0.002308656167567147
2022-09-12,-0.0010093782440538934
2022-09-13,0.0027516048843128083
2022-09-14,-0.0013715994193587155
2022-09-15,-0.003816155737053295
2022-09-16,-0.0010489975705517685
2022-09-19,-0.0004156414222202809
2022-09-20,0.0036811295714280767
2022-09-21,-0.0004526345202537918
2022-09-22,-0.0037990731427755
2022-09-23,0.004648398115428609
2022-09-26,-0.001636370612752014
2022-09-27,-0.001329467946111329
2022-09-28,0.0029098123619895055
2022-09-29,0.004773536195586292
2022-09-30,0.001872064589089506
2022-10-03,-0.0015413233219011557
2022-10-04,0.0034630626396152664
2022-10-05,-0.0027299058145704436
2022-10-06,-0.0001322632284704861
2022-10-07,0.00020173334766671047
2022-10-10,0.0011996950607529033
2022-10-11,0.0035842178885425735
2022-10-12,-0.0015960846695055597
2022-10-13,-0.0021666937694064803
2022-10-14,-0.0021131273444290333
2022-10-17,0.0032969064369470225
2022-10-18,0.004531784869915345
2022-10-19,-0.0013092459093032582
2022-10-20,-0.0038972088512356784
2022-10-21,-8.244803324186645e-05
2022-10-24,-0.00504664692141199
2022-10-25,-0.0007414840511484888
2022-10-26,-0.007957834190353896
2022-10-27,-0.0010177100406894013
2022-10-28,-0.0039007621855582375
2022-10-31,-0.003589206166189629
2022-11-01,-0.0005583090730493234
2022-11-02,-0.003322588655444547
2022-11-03,-0.004357007143803493
2022-11-04,0.010524330583765451
2022-11-07,7.893562109706487e-05
2022-11-08,0.006292890116044614
2022-11-09,-0.00892007340549339
2022-11-10,0.013558796871464773
2022-11-11,0.0031215437552583047
2022-11-14,-0.004910996230427789
2022-11-15,-0.0007154712398781404
2022-11-16,0.0022185841136077578
2022-11-17,0.0017973852840271753
2022-11-18,0.0011170939534013158
2022-11-21,-0.003960243807250796
2022-11-22,0.0023086160478222872
2022-11-23,0.0023052517257047267
2022-11-25,0.0007476704415871893
2022-11-28,-0.0028903598071885472
2022-11-29,-0.0001698275572825647
2022-11-30,-0.0007208339858371104
2022-12-01,-0.0013097699902471227
2022-12-02,-0.004853023084497199
2022-12-05,-0.0029235864857531935
2022-12-06,-0.0007246391420787646
2022-12-07,-0.000913231557694294
2022-12-08,-0.004188920283616837
2022-12-09,0.001777099789046055
2022-12-12,0.001502722602426454
2022-12-13,0.00043428594026662104
2022-12-14,0.0018536244946973923
2022-12-15,-0.0021370900179243923
2022-12-16,-0.0025952126147275045
2022-12-19,-0.0019313873277454485
2022-12-20,0.0010181326412415093
2022-12-21,0.0021897454478270184
2022-12-22,-0.001785300591306327
2022-12-23,0.002528524447580782
2022-12-27,-0.0008797879358424243
2022-12-28,-0.000949720369684437
2022-12-29,0.0009088597448265734
2022-12-30,-0.000178100464172104
2023-01-03,0.0007485097458841405
2023-01-04,0.002033470790547387
2023-01-05,0.0035713808917066103
2023-01-06,-0.0018726902806246448
2023-01-09,0.00023706118338839843
2023-01-10,0.0006081300255107447
2023-01-11,0.0027903017078423353
2023-01-12,0.0037489626421789435
2023-01-13,0.0013388090493553495
2023-01-17,0.0026438132575792306
2023-01-18,0.00032602061480457856
2023-01-19,0.0042029697052932136
2023-01-20,2.5472469144416365e-05
2023-01-23,-0.001179539077641678
2023-01-24,0.00034906363569842114
2023-01-25,0.0039061254340344576
2023-01-26,-0.002911159551257758
2023-01-27,0.001508741848509576
2023-01-30,0.0010260544209337308
2023-01-31,0.019240479415214562
2023-02-01,0.003981564316426933
2023-02-02,-0.0006939304640007915
2023-02-03,0.0031894667690106626
2023-02-06,-0.0016377036274317636
2023-02-07,0.0008508108612810261
2023-02-08,-0.0054081498604833245
2023-02-09,-0.0008579272815191219
2023-02-10,-0.0008064228856273781
2023-02-13,0.0003170289982552532
2023-02-14,0.0014664395105747907
2023-02-15,0.0008784312051364207
2023-02-16,0.0009460826354399376
2023-02-17,0.0005997726361717248
2023-02-21,0.0036461078764906674
2023-02-22,-0.0007779663435901751
2023-02-23,0.0027524489691699294
2023-02-24,0.0006196497177541893
2023-02-27,0.0008343321671857584
2023-02-28,0.0015339694114435698
2023-03-01,0.0020923486748867237
2023-03-02,-0.0005884187465098334
2023-03-03,-0.0006449098192063962
2023-03-06,0.002984143880244705
2023-03-07,0.00018874330713103404
2023-03-08,-0.0016372845809644598
2023-03-09,-0.0033511566912921564
2023-03-10,0.0009324714651846033
2023-03-13,-0.00010497851534119196
2023-03-14,-0.0019915282167038972
2023-03-15,0.0008197428963951925
2023-03-16,0.0031833034448183195
2023-03-17,-0.0001253902656286332
2023-03-20,0.0031859037692421044
2023-03-21,0.002695253110800655
2023-03-22,0.005974937203550468
2023-03-23,0.000988172832941725
2023-03-24,-0.0008540289650786903
2023-03-27,0.006521478977806305
2023-03-28,0.003646554038335914
2023-03-29,-0.0011733354234140236
2023-03-30,-0.00040562620496131796
2023-03-31,0.0002529228314087639
2023-04-03,0.0007733462835122218
2023-04-04,0.0005364945488837147
2023-04-05,0.000348750344286497
2023-04-06,0.0007753927151732398
2023-04-10,0.0017583204007902697
2023-04-11,-0.0031555983571233126
2023-04-12,0.002414196002444191
2023-04-13,-0.0018687183431155274
2023-04-14,0.002789765804637856
2023-04-17,-0.003289969565496653
2023-04-18,0.0015847189951889717
2023-04-19,0.0012778812931519834
2023-04-20,-0.012461780654799304
2023-04-21,0.0015809077785162717
2023-04-24,-0.0016918157844117987
2023-04-25,0.002614427426969712
2023-04-26,0.0015076368562376707
2023-04-27,0.0014573067614374047
2023-04-28,-0.000893286067917054
2023-05-01,-0.0006034463971238413
2023-05-02,-0.0007246415384437599
2023-05-03,0.004455691630391279
2023-05-04,0.004834229180682437
2023-05-05,-0.00014278435409331713
2023-05-08,0.0032414030045311293
2023-05-09,-0.002710249883433491
2023-05-10,0.0006761689709129381
2023-05-11,-0.0007502660396117022
2023-05-12,0.0017314677488651231
2023-05-15,-0.004271910195420725
2023-05-16,-0.004123831955105572
2023-05-17,0.0011579825380974018
2023-05-18,0.001379315116992741
2023-05-19,0.002033422987233635
2023-05-22,-0.001572585811302929
2023-05-23,-7.98994727450042e-05
2023-05-24,-0.0003997330783885866
2023-05-25,0.002354222222369362
2023-05-26,-0.003942041437976496
2023-05-30,0.0006400588884090119
2023-05-31,-0.0011257330894230977
2023-06-01,-0.0005871730745317105
2023-06-02,0.0002888055156415881
2023-06-05,0.0023260354653065196
2023-06-06,0.0014931994177274088
2023-06-07,-0.0006010913689968866
2023-06-08,0.0002972550389601647
2023-06-09,0.0011226646710267296
2023-06-12,-0.0027587119856370412
2023-06-13,0.005114935339851412
2023-06-14,0.0038953516574899982
2023-06-15,-0.0027142596386459106
2023-06-16,-0.00092860237906911
2023-06-20,0.004254380957387172
2023-06-21,0.0009594063606606085
2023-06-22,-0.0006171058645970673
2023-06-23,-0.0020681705114919957
2023-06-26,0.0017917466550159133
2023-06-27,0.0033436888849023294
2023-06-28,-0.0022026204447546105
2023-06-29,0.0043033845746676125
2023-06-30,-0.0027911764980487197
2023-07-03,0.0031862524527765945
2023-07-05,0.0023014699658057136
2023-07-06,0.002081660370015337
2023-07-07,-0.0003193489398953808
2023-07-10,0.0005659860714242182
2023-07-11,0.0016089103154837137
2023-07-12,-0.0035815642111372004
2023-07-13,-0.005833217717882033
2023-07-14,-0.00020730093093979107
2023-07-17,0.00407407069117105
2023-07-18,0.0014855709370424908
2023-07-19,-0.00014052446849666111
2023-07-20,-0.009947943267530346
2023-07-21,-0.002819918723101389
2023-07-24,-0.0038430721110223054
2023-07-25,0.015720719180954523
2023-07-26,0.00936024944317082
2023-07-27,0.0012385264498371296
2023-07-28,0.004584708005192395
2023-07-31,-0.0008773883506667524
2023-08-01,-0.002115852625645398
2023-08-02,0.0015329096669201014
2023-08-03,-0.0009269444802104676
2023-08-04,0.0011543447876058988
2023-08-07,-0.0009599782154501302
2023-08-08,-0.0006933868772057705
2023-08-09,-0.0008755079646622921
2023-08-10,0.0001310651752162162
2023-08-11,0.0015853450717386863
2023-08-14,0.0041207957621141045
2023-08-15,-0.007433336267718249
2023-08-16,0.0011739960410186434
2023-08-17,0.0012166266336923748
2023-08-18,-0.00036839765663421176
2023-08-21,-0.00020351637247273402
2023-08-22,0.004620063503281147
2023-08-23,0.0006750672459272522
2023-08-24,-0.0021268046803581964
2023-08-25,-0.0002094881296148543
2023-08-28,-0.002091257808417346
2023-08-29,0.003871469054044896
2023-08-30,0.0020725558360694674
2023-08-31,0.0016304793986177124
2023-09-01,-0.0005015388657224618
2023-09-05,-0.00027180058811981933
2023-09-06,0.0005871500882255187
2023-09-07,0.004611029974342928
2023-09-08,-0.0027205506625042064
2023-09-11,0.0021276303225232773
2023-09-12,-0.0055779296031183145
2023-09-13,-0.005119094852769068
2023-09-14,0.003231312313359158
2023-09-15,-0.0011050920073991666
2023-09-18,-0.002169955896399234
2023-09-19,0.0021307842103317487
2023-09-20,-0.0011108445548937418
2023-09-21,-0.0010739988488575047
2023-09-22,-0.00023646967075008352
2023-09-25,0.002924721231918781
2023-09-26,-0.0009820552919147518
2023-09-27,-0.00010825369302669419
2023-09-28,0.0001528515780357953
2023-09-29,0.002228908077927416
2023-10-02,-0.0004431286257167155
2023-10-03,-0.004565759896271837
2023-10-04,0.00034676140891032325
2023-10-05,-0.001861411800481716
2023-10-06,-0.00011092721309480247
2023-10-09,0.0006223900875357291
2023-10-10,0.00045041861296257757
2023-10-11,-0.0009638156977820334
2023-10-12,-0.0025609605240523026
2023-10-13,0.0024591993950691116
2023-10-16,-0.0013759852290864405
2023-10-17,0.00010520525246238144
2023-10-18,-0.00021462359995438884
2023-10-19,-0.00033505467679117995
2023-10-20,-0.0007004231616403178
2023-10-23,0.000792751191418084
2023-10-24,0.0031685236042591214
2023-10-25,0.0003511144348127271
2023-10-26,0.0006542996665495071
2023-10-27,-0.00026784102847599023
2023-10-30,0.0006825844157205552
2023-10-31,0.0006728294139120017
2023-11-01,0.003935379868093669
2023-11-02,-0.007370240096570502
2023-11-03,-0.013010585611335612
2023-11-06,-0.004694920096145361
2023-11-07,-0.007653193309480999
2023-11-08,-0.003933874518182501
2023-11-09,0.0013863323715193054
2023-11-10,-0.0015983283854772434
2023-11-13,0.001406437587275322
2023-11-14,0.006073223884922818
2023-11-15,-0.005524580731220752
2023-11-16,-0.0022036517123911192
2023-11-17,-0.001661340134438194
2023-11-20,0.0020910885589426886
2023-11-21,-0.004321127535360181
2023-11-22,0.00038188115237458575
2023-11-24,-0.0009292339675444072
2023-11-27,0.002083672813249171
2023-11-28,-0.002084844782915818
2023-11-29,-0.0016146188586008137
2023-11-30,-0.0027090910664662182
2023-12-01,0.004941521596455445
2023-12-04,-0.002284607818088258
2023-12-05,-0.0013006727925154449
2023-12-06,0.00042687458883028384
2023-12-07,0.0007779191509540428
2023-12-08,0.00019545569387768857
2023-12-11,-0.0025345581176979826
2023-12-12,0.0003820725776382261
2023-12-13,0.00030813144146679683
2023-12-14,0.00465896298363111
2023-12-15,-0.0004897629926862157
2023-12-18,0.0007835017810875478
2023-12-19,-0.0012562148934343043
2023-12-20,-0.002237323629142529
2023-12-21,-0.0022093277032466663
2023-12-22,-0.0006842827961036635
2023-12-26,0.00033161865478437136
2023-12-27,-0.0013205250981316308
2023-12-28,-0.000742991640245827
2023-12-29,0.0002534394132178708
2024-01-02,-0.002060678943452743
2024-01-03,0.0021017646852516947
2024-01-04,0.0010121069111719283
2024-01-05,0.0005222087554710431
2024-01-08,0.0005832841993522742
2024-01-09,-0.0015846674993889032
2024-01-10,-6.721619119531841e-05
2024-01-11,0.0008311742562012725
2024-01-12,-0.00019019724522595371
2024-01-16,5.552339364456316e-05
2024-01-17,0.0003192700875622734
2024-01-18,-8.646517814148158e-05
2024-01-19,0.0013006558417543168
2024-01-22,0.0067326317813440895
2024-01-23,0.0021725596494881483
2024-01-24,-0.005104172526843587
2024-01-25,-0.00075426773628684
2024-01-26,0.007321176115616002
2024-01-29,0.0023693608763408758
2024-01-30,-0.0007798551256451569
2024-01-31,-0.0016487158251637934
2024-02-01,-0.0002194151724315141
2024-02-02,-0.00022157216081675202
2024-02-05,0.00016782879892751623
2024-02-06,-0.0007794092683023335
2024-02-07,0.003457099364516214
2024-02-08,-0.004616330962173731
2024-02-09,0.036462246601435266
2024-02-12,0.010639762584739643
2024-02-13,0.0009244752143600099
2024-02-14,0.0020099500501009615
2024-02-15,-0.000736662669649113
2024-02-16,-0.0041263866312194475
2024-02-20,-0.002699512362841494
2024-02-21,0.002413224142359338
2024-02-22,-0.0032579930258985756
2024-02-23,0.0030041354019569866
2024-02-26,-0.0018094325555257917
2024-02-27,0.0028818808725488143
2024-02-28,0.0037392396140283335
2024-02-29,-4.6982039159204625e-05
2024-03-01,0.0027293680430138245
2024-03-04,-0.0016386570474040685
2024-03-05,-0.00012099013646049706
2024-03-06,-0.0010670677556707808
2024-03-07,0.002555628101311491
2024-03-08,0.002662006042410292
2024-03-11,0.0011817749647362596
2024-03-12,0.0010128825610884462
2024-03-13,0.001991598650080695
2024-03-14,0.0018880819062869758
2024-03-15,-0.0007891474949257571
2024-03-18,-0.0010160762584555671
2024-03-19,0.001985184654939909
2024-03-20,0.0020253310683648884
2024-03-21,0.0007791778431469609
2024-03-22,0.0023836100577241393
2024-03-25,-0.0004934503028669601
2024-03-26,-0.00043858310207667284
2024-03-27,-0.002961915827629835
2024-03-28,0.00031113919806302626
2024-04-01,-1.396102147899203e-05
2024-04-02,-0.002887828188322672
2024-04-03,-0.0006186636294371883
2024-04-04,-0.0018840207851527069
2024-04-05,0.003087899358456214
2024-04-08,-0.0020611208622460797
2024-04-09,0.0032062035137709888
2024-04-10,-2.7643175917746454e-05
2024-04-11,0.004091726452358113
2024-04-12,-0.0035134937625365126
2024-04-15,-0.0008488134793273039
2024-04-16,0.001328826840462094
2024-04-17,0.004227085502743755
2024-04-18,0.0027948616275723648
2024-04-19,-0.007753718279340238
2024-04-22,-0.0015682216073812372
2024-04-23,0.001623822540917974
2024-04-24,0.0024323804620294265
2024-04-25,-0.0009232039728126473
2024-04-26,0.00469012542898839
2024-04-29,-0.00775165713382775
2024-04-30,0.00078760612591533
2024-05-01,0.00874663126501285
2024-05-02,-0.0033416309649767495
2024-05-03,0.06544974035375639
2024-05-06,0.0031829018905265016
2024-05-07,0.005045385483297027
2024-05-08,6.868703496554218e-05
2024-05-09,-0.029312508915686597
2024-05-10,-0.0030041938064172546
2024-05-13,0.00808491651270793
2024-05-14,-0.009093802336772594
2024-05-15,0.0011495330707769202
2024-05-16,0.00025014679985635446
2024-05-17,-0.005982796014868508
2024-05-20,0.0008461491679956357
2024-05-21,0.0028721570798535545
2024-05-22,-0.002351639346508283
2024-05-23,-0.0023259355486201505
2024-05-24,0.0033477673012574094
2024-05-28,0.0028773301310616173
2024-05-29,-0.00233405541514764
2024-05-30,0.0018367949737272404
2024-05-31,-0.005290402746730871
2024-06-03,-0.00108307711148814
2024-06-04,-0.0004958692659310371
2024-06-05,-0.003874060928698131
2024-06-06,-0.006688168044214682
2024-06-07,-0.007229245268486895
2024-06-10,0.0026190932330778516
2024-06-11,0.002052822728087378
2024-06-12,-0.0010203440522096319
2024-06-13,-0.00411999342884628
2024-06-14,-0.0004337502381936975
2024-06-17,0.00466811174708881
2024-06-18,-0.003516538569815486
2024-06-20,0.002402525455090343
2024-06-21,0.001669780408954269
2024-06-24,0.0010195308684044502
2024-06-25,-0.0016897082523145146
2024-06-26,0.0018283325729713251
2024-06-27,0.007481103758450125
2024-06-28,-0.0030815058429073394
2024-07-01,0.003923888188604785
2024-07-02,0.0037961651836866395
2024-07-03,-0.0009533262742393855
2024-07-05,0.0015105494528735441
2024-07-08,-0.0036568550851839854
2024-07-09,-0.003462907997654807
2024-07-10,-0.002415406227298189
2024-07-11,-0.003834680609532848
2024-07-12,-0.0031467295279780094
2024-07-15,-0.0015643622115745215
2024-07-16,-0.003719664588912819
2024-07-17,0.001871803034342312
2024-07-18,0.0015767092709659813
2024-07-19,-0.00024506510431210327
2024-07-22,0.003969901172117263
2024-07-23,-0.001183617266465098
2024-07-24,0.0016981447773782854
2024-07-25,-0.0016471016517853876
2024-07-26,-0.0027406170661000706
2024-07-29,-0.0034505080757253337
2024-07-30,-0.0022794243856447682
2024-07-31,0.0032437635250490704
2024-08-01,0.0018171943253699752
2024-08-02,-0.0032201228020034556
2024-08-05,0.002849483300240374
2024-08-06,-0.001020455731072567
2024-08-07,-0.017776766809126432
2024-08-08,-0.0050255181282810035
2024-08-09,-0.021016837896977947
2024-08-12,0.002613546813202472
2024-08-13,0.0020714115531001998
2024-08-14,0.0045298250027334674
2024-08-15,0.0023982034093208426
2024-08-16,-0.004167190309598889
2024-08-19,-0.0023427693610013067
2024-08-20,0.00012810231012050366
2024-08-21,-0.002978824095531074
2024-08-22,-0.001162874572214423
2024-08-23,-0.0009219951272918525
2024-08-26,-0.001320019082069912
2024-08-27,-0.0033667026873435146
2024-08-28,0.0012990233873690915
2024-08-29,0.0003001865028935402
2024-08-30,0.0008690274617380034
2024-09-03,-0.0002963352020156629
2024-09-04,0.0013595782895072794
2024-09-05,0.0009523358807588256
2024-09-06,-0.00030988453795532944
2024-09-09,-0.0007747096722791058
2024-09-10,0.0004962229917486738
2024-09-11,0.002997067712116497
2024-09-12,-0.0002768562482646786
2024-09-13,-0.0033322517543756813
2024-09-16,0.00045952529143522547
2024-09-17,0.0014556010145339027
2024-09-18,0.00038004143931358314
2024-09-19,0.005402402351437852
2024-09-20,-0.003877662639530155
2024-09-23,-0.0029785618773852107
2024-09-24,0.002343941346654166
2024-09-25,0.002095174465754912
2024-09-26,-0.00042906195473924047
2024-09-27,0.000772176298645677
2024-09-30,-0.0016006581736116576
2024-10-01,-0.00166665787004594
2024-10-02,0.00041834997303547006
2024-10-03,-0.001321160512640418
2024-10-04,-0.0008730968978195586
2024-10-07,-0.002101416038657433
2024-10-08,-0.002465279165357881
2024-10-09,-0.0009846483227623493
2024-10-10,-0.0016160919370618032
2024-10-11,0.001662102838737134
2024-10-14,-0.004071337135319042
2024-10-15,-0.0011249450794679206
2024-10-16,0.0013458986322405497
2024-10-17,-0.00024491730013231905
2024-10-18,7.268088786815952e-05
2024-10-21,0.00027504522245358487
2024-10-22,-0.002550816857650906
2024-10-23,0.005481105424396171
2024-10-24,-0.001022060575367023
2024-10-25,0.0031043156838772568
2024-10-28,-0.0008892031467966355
2024-10-29,0.006410703312160315
2024-10-30,0.0012308217525733856
2024-10-31,-0.0029009043551848634
2024-11-01,0.0010440634697577167
2024-11-04,0.00020460497010788004
2024-11-05,0.002970334308702416
2024-11-06,-0.003926808701702811
2024-11-07,0.004914156138422721
2024-11-08,-0.0013326312521090289
2024-11-11,-0.00220604176406769
2024-11-12,-0.005444836128345898
2024-11-13,0.0006747506195017294
2024-11-14,0.004474928335363781
2024-11-15,-0.003188895025425964
2024-11-18,0.0032014768334234223
2024-11-19,-0.005497785525867216
2024-11-20,0.0008242904435205034
2024-11-21,0.00934909563328623
2024-11-22,0.0019317488856547271
2024-11-25,0.0030751838264071463
2024-11-26,0.00142727911488838
2024-11-27,0.0023456775489216763
2024-11-29,0.00214211072122672
2024-12-02,0.0023316240412376565
2024-12-03,-0.002256049946809058
2024-12-04,-0.0004412360097897361
2024-12-05,0.004315972272400215
2024-12-06,-0.0008972302465634074
2024-12-09,-1.1141440619977239e-05
2024-12-10,-0.004523114150662977
2024-12-11,0.0017217844599195509
2024-12-12,0.0004682885693343408
2024-12-13,-0.00032692384034738176
2024-12-16,-0.0035974797939285486
2024-12-17,0.0015285902808930274
2024-12-18,-0.0002446537936222626
2024-12-19,-0.0013917342511736708
2024-12-20,-0.0004539112741055451
2024-12-23,0.004152238486569315
2024-12-24,-0.00022731792156560626
